"","SVM_LABEL","SVM_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","TREE_LABEL","TREE_PROB","MANUAL_CODE","CONSENSUS_CODE","CONSENSUS_AGREE","CONSENSUS_INCORRECT","PROBABILITY_CODE","PROBABILITY_INCORRECT"
"1","2",0.833809032442695,"2",0.983000656541816,"2",0.9,2,2,3,0,2,0
"2","2",0.736543051047578,"2",0.990921811658876,"2",0.534591194968553,2,2,3,0,2,0
"3","2",0.807923401999528,"2",0.990540574943541,"1",0.852941176470588,2,2,2,0,2,0
"4","1",0.787948525351931,"1",0.929575575932682,"2",0.534591194968553,2,1,2,1,1,1
"5","1",0.626596115440696,"2",0.91565033279408,"2",0.534591194968553,2,2,2,0,2,0
"6","2",0.72403024207215,"2",0.833088698229131,"2",0.534591194968553,2,2,3,0,2,0
"7","2",0.74799494000139,"2",0.646668534573837,"2",0.9,2,2,3,0,2,0
"8","1",0.521560514686825,"1",0.812607447347565,"2",0.534591194968553,2,1,2,1,1,1
"9","2",0.677980513433272,"2",0.706184417443813,"2",0.534591194968553,2,2,3,0,2,0
"10","1",0.879400301842939,"1",0.999947919983783,"2",0.534591194968553,2,1,2,1,1,1
"11","2",0.67106590038357,"1",0.5,"2",0.534591194968553,2,2,2,0,2,0
"12","2",0.728313858263426,"2",0.760407722531262,"2",0.9,2,2,3,0,2,0
"13","2",0.761330962614857,"2",0.820575545638936,"2",0.534591194968553,2,2,3,0,2,0
"14","2",0.766306695612466,"2",0.788081826416919,"1",0.76158940397351,2,2,2,0,2,0
"15","2",0.856286900419446,"2",0.984092548017337,"2",0.534591194968553,2,2,3,0,2,0
"16","2",0.570722829199462,"2",0.802111359054476,"2",0.534591194968553,2,2,3,0,2,0
"17","2",0.656821736161759,"2",0.74305006980594,"2",0.78021978021978,2,2,3,0,2,0
"18","2",0.722241110884346,"2",0.686031855137721,"2",0.808988764044944,2,2,3,0,2,0
"19","2",0.715494561337326,"2",0.86052180868214,"1",0.852941176470588,2,2,2,0,2,0
"20","2",0.764395663964085,"2",0.98486335228118,"2",0.534591194968553,2,2,3,0,2,0
"21","2",0.632197199749894,"2",0.928959115062105,"2",0.534591194968553,2,2,3,0,2,0
"22","2",0.555399165592146,"1",0.557756905561222,"1",0.728070175438597,2,1,2,1,1,1
"23","1",0.507950525827035,"1",0.861703913074799,"2",0.534591194968553,2,1,2,1,1,1
"24","2",0.865076208911384,"2",0.978225800492458,"2",0.534591194968553,2,2,3,0,2,0
"25","2",0.717715441917957,"2",0.522907227473366,"2",0.534591194968553,2,2,3,0,2,0
"26","2",0.729048120179236,"2",0.903703220123544,"2",0.534591194968553,2,2,3,0,2,0
"27","2",0.797062576275238,"2",0.988458399710649,"2",0.78021978021978,2,2,3,0,2,0
"28","2",0.650659495599995,"2",0.601779708290106,"2",0.534591194968553,2,2,3,0,2,0
"29","2",0.73512228130403,"2",0.995048806615814,"2",0.534591194968553,2,2,3,0,2,0
"30","1",0.949028182666397,"1",0.997306961713501,"1",0.728070175438597,2,1,3,1,1,1
"31","2",0.607235990034488,"1",0.502007537918657,"2",0.534591194968553,2,2,2,0,2,0
"32","2",0.815646671703731,"2",0.865661453969062,"2",0.808988764044944,2,2,3,0,2,0
"33","2",0.682243629550896,"2",0.756980308216152,"2",0.534591194968553,2,2,3,0,2,0
"34","2",0.853226339096307,"2",0.952776781319742,"2",0.534591194968553,2,2,3,0,2,0
"35","2",0.569785498403546,"2",0.905500416983496,"2",0.534591194968553,2,2,3,0,2,0
"36","1",0.757033363168671,"2",0.558399381296879,"2",0.534591194968553,2,2,2,0,1,1
"37","2",0.654499116777912,"2",0.706017352861284,"2",0.534591194968553,2,2,3,0,2,0
"38","2",0.65610052739763,"2",0.926720372361671,"2",0.534591194968553,2,2,3,0,2,0
"39","1",0.685059338583182,"1",0.904058350561014,"2",0.534591194968553,2,1,2,1,1,1
"40","2",0.530795304616441,"2",0.865884699462545,"2",0.534591194968553,2,2,3,0,2,0
"41","2",0.870699069851641,"2",0.941220675418837,"2",0.534591194968553,2,2,3,0,2,0
"42","1",0.74329105236238,"1",0.922741244045604,"2",0.534591194968553,2,1,2,1,1,1
"43","2",0.774784238261971,"2",0.797861818418968,"2",0.78021978021978,2,2,3,0,2,0
"44","2",0.812057853690015,"2",0.961085566112251,"2",0.534591194968553,2,2,3,0,2,0
"45","2",0.683876661098215,"2",0.529940569002919,"2",0.78021978021978,2,2,3,0,2,0
"46","2",0.64272226070676,"2",0.710573050467558,"2",0.534591194968553,2,2,3,0,2,0
"47","1",0.961510950198637,"1",0.980288090712653,"2",0.534591194968553,2,1,2,1,1,1
"48","2",0.634626849726568,"2",0.952236867061623,"2",0.534591194968553,2,2,3,0,2,0
"49","2",0.621317208916135,"2",0.614976343616057,"2",0.534591194968553,2,2,3,0,2,0
"50","1",0.512368664095682,"1",0.752232172671595,"2",0.534591194968553,2,1,2,1,1,1
"51","2",0.530692297001199,"2",0.656751232312367,"2",0.534591194968553,2,2,3,0,2,0
"52","2",0.700474826689879,"2",0.861369444205464,"2",0.534591194968553,2,2,3,0,2,0
"53","2",0.567386197124653,"1",0.598979302855615,"2",0.534591194968553,2,2,2,0,1,1
"54","1",0.528515490003975,"2",0.609105513988588,"2",0.534591194968553,2,2,2,0,2,0
"55","2",0.700864736902376,"2",0.90192333200276,"1",0.76158940397351,2,2,2,0,2,0
"56","2",0.743532975358444,"2",0.730388664809961,"2",0.808988764044944,2,2,3,0,2,0
"57","2",0.803954890444345,"2",0.9952359072079,"2",0.534591194968553,2,2,3,0,2,0
"58","2",0.568470364237617,"2",0.817083638218027,"2",0.534591194968553,2,2,3,0,2,0
"59","1",0.518827916197752,"1",0.504904703142058,"1",0.852941176470588,2,1,3,1,1,1
"60","2",0.750414055058233,"2",0.691091521659329,"2",0.78021978021978,2,2,3,0,2,0
"61","2",0.511690884208863,"1",0.535317812039674,"2",0.534591194968553,2,2,2,0,1,1
"62","1",0.670062837298418,"1",0.858771268223894,"2",0.534591194968553,2,1,2,1,1,1
"63","2",0.727866910058966,"2",0.962724835684164,"2",0.534591194968553,2,2,3,0,2,0
"64","2",0.607992890502793,"2",0.539210111830973,"2",0.808988764044944,2,2,3,0,2,0
"65","2",0.844179888408694,"2",0.926231135423699,"2",0.78021978021978,2,2,3,0,2,0
"66","2",0.796308779655481,"2",0.994707102301388,"2",0.78021978021978,2,2,3,0,2,0
"67","2",0.728575776451386,"2",0.768312072160669,"2",0.534591194968553,2,2,3,0,2,0
"68","2",0.575875850603625,"2",0.907510545671331,"2",0.534591194968553,2,2,3,0,2,0
"69","2",0.557414790504985,"1",0.546190791306647,"2",0.808988764044944,2,2,2,0,2,0
"70","2",0.802791740607436,"2",0.920978337626022,"2",0.78021978021978,2,2,3,0,2,0
"71","1",0.64300119702916,"1",0.787788011219277,"2",0.534591194968553,2,1,2,1,1,1
"72","1",0.576064068232555,"1",0.643227468246093,"1",0.76158940397351,2,1,3,1,1,1
"73","2",0.943196777420404,"2",0.9996967886556,"2",0.78021978021978,2,2,3,0,2,0
"74","2",0.816106516754347,"2",0.85728159872737,"2",0.808988764044944,2,2,3,0,2,0
"75","1",0.5,"1",0.520300034384207,"2",0.78021978021978,2,1,2,1,2,0
"76","2",0.783104072625641,"2",0.801182180010758,"2",0.78021978021978,2,2,3,0,2,0
"77","1",0.563959518013476,"1",0.506318531053461,"2",0.534591194968553,2,1,2,1,1,1
"78","2",0.853886855395054,"2",0.672703738658347,"2",0.534591194968553,2,2,3,0,2,0
"79","1",0.593648630697065,"1",0.839066661624068,"2",0.534591194968553,2,1,2,1,1,1
"80","1",0.727068345871011,"1",0.972114786448216,"1",0.728070175438597,2,1,3,1,1,1
"81","2",0.889286897667174,"2",0.929501679961104,"2",0.808988764044944,2,2,3,0,2,0
"82","2",0.90363458508026,"2",0.991385755015335,"2",0.534591194968553,2,2,3,0,2,0
"83","2",0.628239897360214,"1",0.532116138635538,"2",0.534591194968553,2,2,2,0,2,0
"84","2",0.61674925653175,"2",0.761171564375546,"2",0.808988764044944,2,2,3,0,2,0
"85","1",0.660563727546653,"2",0.618181578885993,"2",0.534591194968553,2,2,2,0,1,1
"86","2",0.875116131091495,"2",0.655973321361494,"2",0.534591194968553,2,2,3,0,2,0
"87","2",0.611031626690154,"2",0.909630110028363,"2",0.534591194968553,2,2,3,0,2,0
"88","1",0.54541274639856,"1",0.743975160207527,"2",0.808988764044944,2,1,2,1,2,0
"89","2",0.860155919663847,"2",0.983909870029936,"2",0.808988764044944,2,2,3,0,2,0
"90","1",0.62843738186779,"2",0.553332855988583,"2",0.9,2,2,2,0,2,0
"91","1",0.746299618978193,"1",0.95262555931614,"1",0.76158940397351,2,1,3,1,1,1
"92","2",0.660877660031124,"1",0.712881454260733,"2",0.534591194968553,2,2,2,0,1,1
"93","2",0.958916209463153,"2",0.99269557160569,"2",0.808988764044944,2,2,3,0,2,0
"94","2",0.98058941802954,"2",0.999888228578065,"2",0.534591194968553,2,2,3,0,2,0
"95","2",0.753365879493853,"2",0.85686677930345,"2",0.534591194968553,2,2,3,0,2,0
"96","2",0.780263047153369,"2",0.990179838659012,"2",0.534591194968553,2,2,3,0,2,0
"97","2",0.776321711862772,"2",0.999004898935088,"2",0.808988764044944,2,2,3,0,2,0
